入会金 (nyuukaikin)	 initiation fee; admission fee​
入金 (nyuukin)	 deposit; payment; money received; money due​
入居 (nyuukyo)	 moving into (house)​
入居者 (nyuukyosha)	 tenant (esp. residential tenant in apartment block); occupant; inhabitant; inmate​
入門 (nyuumon)	 entering an institution; beginning training​; primer; manual; introduction (to)​
乳製品 (nyuuseihin)	 dairy products​
覚え書き (oboegaki)	 memo; memorandum; note​
落ち込む (ochikomu)	 to feel down; to feel sad; to be depressed; to be in low spirits​; to be in a slump (business, economy, etc.); to be in an unfavourable condition​
驚き (odoroki)	 surprise; astonishment; wonder; amazement​
補う (oginau)	 to compensate for; to supplement​
追い返す (oikaesu)	 to drive away; to turn away; to send away; to repel; to repulse​
追い求める (oimotomeru)	 to pursue​
追い越す (oikosu)	 to pass (e.g. car); to overtake​; to surpass; to outstrip; to get ahead of; to outdistance​
追い抜く (oinuku)	 to pass (a car); to overtake; to surpass; to outstrip; to outdistance; to outsail
おかしな	 ridiculous; odd
臆病 (okubyou)	 cowardly; timid; easily frightened​
屋外 (okugai)	 outdoors; alfresco​
遅れ (okure)	 delay; lag; postponement; falling behind​
奥底 (okusoko)	 depths; bottom (of one’s heart)​
思いがけない (omoigakenai)	 unexpected; contrary to expectations; by chance; casual​
思い返す (omoikaesu)	 to re-think; to think back upon; to change one’s mind
思い切り (omoikiri)	 with all one’s strength; with all one’s heart; to the utmost​; resolution; decisiveness​
思い込み (omoikomi)	 wrong impression; subjective impression; assumption; prejudice​
思い立つ (omoitatsu)	 to set one’s mind on doing; to get the idea of doing; to make up one’s mind​
思いつき (omoitsuki)	 plan; idea; suggestion​
思いつく (omoitsuku)	 to think of; to hit upon; to come into one’s mind; to be struck with an idea​; to remember; to recall​
思い浮かぶ (omoiukabu)	 to occur to; to remind of; to come to mind​
重苦しい (omokurushii)	 heavy; gloomy; awkward; cumbrous; oppressive; leaden​
重み (omomi)	 weight
お似合い (oniai)	 well-matched (esp. of a couple); becoming; suitable​
恩恵 (onkei)	 grace; favor; favour; blessing; benefit​
温厚 (onkou)	 gentle; mild-mannered​
音量 (onryou)	 volume (sound)​
大通り (oodoori)	 main street
大げさ (oogesa)	 grandiose; exaggerated​
大声 (oogoe)	 loud voice
大幅 (oohaba)	 big; large; drastic; substantial​
多く (ooku)	 many; much; largely; abundantly; mostly​
多目に (oome ni)	 plenty; lots
大手 (oote)	 major company; big company​
折り返し (orikaeshi)	 by return; (call or write back) without delay​
折り畳む (oritatamu)	 to fold up; to fold into layers​
収まる (osamaru)	 to fit into (a box, frame, category, etc.); to be contained within; to fall within (e.g. a budget)​
納める (osameru)	 to dedicate; to make an offering; to pay (fees)​
おしゃれ	 smartly dressed; stylish; fashion-conscious​; someone smartly dressed​; to dress up; to be fashionable
惜しい (oshii)	 regrettable; disappointing; unfortunate​; precious; dear; valuable​
押し付ける (oshitsukeru)	 to press; to push; to force​; to foist on (task, responsibility); to impose (one’s will)​
教わる (osowaru)	 to be taught (by); to learn from​
お勧め (osusume)	 recommendation; advice; suggestion; encouragement​
お手本 (otehon)	 example; role model
お手数 (otesuu)	 trouble; bother​
お得 (otoku)	 economical; bargain; good value; good-value​
大人しい (otonashii)	 obedient; docile; quiet​
訪れる (otozureru)	 to visit; to call on​; to arrive; to come; to appear​
欧米 (oubei)	 Europe and America; the West​
応募者 (oubosha)	 applicant
応答 (outou)	 reply; answer; response​
親子 (oyako)	 parent and child​
および	 and; as well as​
来日 (rainichi)	 arrival in Japan; coming to Japan; visit to Japan​
来学期 (raigakki)	 next semester
来場 (raijou)	 attendance
来場者 (raijousha)	 those attending​
来年度 (rainendo)	 next year; next fiscal year​
来店 (raiten)	 coming to a store (restaurant, bar, shop, etc.)​
来店者 (raitensha)	 visitor (to a shop or restaurant); customer (visiting a store or restaurant); patron​
楽観 (rakkan)	 optimism; taking an optimistic view​
欄 (ran)	 section (e.g. in a newspaper); column; page​; field (in a form, web page, etc.); blank​
乱暴 (ranbou)	 violence; assault; running riot​; rough (e.g. handling); reckless; careless; coarse; rude; unreasonable (e.g. demand); wild (e.g. argument)​
冷房 (reibou)	 cooling; air-conditioning​
例外 (reigai)	 exception
礼儀作法 (reigisahou)	 etiquette; courtesy​
冷水 (reisui)	 cold water​
恋愛 (ren’ai)	 love; love-making; passion; emotion; affections​
連休 (renkyuu)	 consecutive holidays​
理解力 (rikairyoku)	 (power of) understanding; comprehensive faculty​
理系 (rikei)	 science
陸上 (rikujou)	 (on) land; ground; shore
裏面 (rimen)	 back; reverse; other side; inside; tails (of coins); background​
臨時 (rinji)	 temporary; provisional; interim​; special; extraordinary; extra​
履歴書 (rirekisho)	 personal history; curriculum vitae; resume​
立食 (risshoku)	 stand-up meal; buffet​
利点 (riten)	 advantage; point in favor
論戦 (ronsen)	 verbal dispute​
労働力 (roudouryoku)	 labor; manpower; working force​
略す (ryakusu)	 to abbreviate; to omit; to abbreviate; to omit
力 (ryoku)	 (suffix) strength; power; proficiency; ability​
寮 (ryou)	 hostel; dormitory​
領域 (ryouiki)	 area; domain; territory; field; range; region; regime​
了解 (ryoukai)	 comprehension; consent; understanding; agreement​
緑茶 (ryokucha)	 green tea; Japanese tea​
両面 (ryoumen)	 both sides; two sides; double-sided​
両者 (ryousha)	 pair; the two; both persons; both things​
了承 (ryoushou)	 acknowledgement; acknowledgment; understanding (e.g. “please be understanding of the mess during our renovation”); noting; acceptance
両端 (ryoutan)	 both ends; either end; both edges​; double-mindedness; sitting on the fence​
流  (ryuu)	 (suffix) fashion; way; style; manner​; class; rank; rate​
定める (sadameru)	 to decide; to determine​; to establish; to lay down; to prescribe; to provide; to stipulate​; to bring peace (to); to make peaceful​
探る (saguru)	 to feel around for; to fumble for; to grope for; to search for; to look for​; to investigate; to probe into; to spy on; to sound out​
再 (sai)	 (prefix) re-; again; repeated; deutero-; deuto-; deuter-​
最悪 (saiaku)	 worst; horrible; horrid; awful; terrible​
栽培 (saibai)	 cultivation
最大 (saidai)	 biggest; greatest; largest; maximum
再度 (saido)	 twice; again; second time​
災害 (saigai)	 calamity; disaster; misfortune​
再発 (saihatsu)	 return; relapse; reoccurrence​
再開 (saikai)	 reopening; resumption; restarting​
細菌 (saikin)	 bacterium; bacteria; germ​
最高齢 (saikourei)	 oldest; most advanced age​
再生 (saisei)	 resuscitation; regeneration; restoration to life​; reformation; rehabilitation​; playback; regeneration (sound, etc.); view (of a video clip)​
最新 (saishin)	 latest; newest; late-breaking (news)​
最小限 (saishougen)	 minimum; lowest​
採集 (saishuu)	 collecting; gathering​
最終日 (saishuubi)	 last day; final day
最速 (saisoku)	 fastest
催促 (saisoku)	 pressing; urging; demanding; demand​
最低限 (saiteigen)	 minimum; at the very least​
最適 (saiteki)	 most suitable; optimum; optimal; best​
採用 (saiyou)	 use; adoption; acceptance​; appointment; employment; engagement; recruitment​
坂道 (sakamichi)	 hill road
遡る (sakanoboru)	 to go upstream; to go back (in time, to origin); to date back to; to trace back to; to make retroactive
先々 (sakizaki)	 distant future; inevitable future​; places one goes to​
早急 (sakkyuu)	 immediate; prompt; quick; rapid; urgent; pressing​
作成 (sakusei)	 drawing up (e.g. legal document, contract, will, etc.); preparing; writing; framing; making; producing; creating; creation
妨げる (samatageru)	 to disturb; to prevent; to obstruct; to hinder​
山頂 (sanchou)	 summit (of a mountain)​
参観 (sankan)	 visit; inspection​
参照 (sanshou)	 reference; bibliographical reference; consultation; browsing (e.g. when selecting a file to upload on a computer); checking out​
皿洗い (saraarai)	 washing-up; dish-washing​
さらさら	 rustling; murmuring; fluently; silky; smooth and dry; free-flowing​
猿真似 (sarumane)	 indiscriminate imitation; monkey see, monkey do; blind follower
細やか (sasayaka)	 meagre; meager; modest
ささやく	 to whisper; to murmur​​
差し出す (sashidasu)	 to present; to submit; to tender; to hold out​
差し引く (sashihiku)	 to deduct; to take away; to dock​; to make allowances for something; to bear something in mind
差し支える (sashitsukaeru)	 to interfere; to hinder; to become impeded​
さっさ	 promptly; immediately; quickly; without delay​
早速 (sassoku)	 at once; immediately; without delay; promptly​
撮影 (satsuei)	 photography (still or motion); photographing; filming; shooting; (video) recording​
刺す (sasu)	 to pierce; to stab; to prick; to stick; to thrust​; to sting; to bite
さわやか	 fresh; refreshing; invigorating​
狭める (sebameru)	 to narrow; to reduce; to contract​
接着 (secchaku)	 adhesion; glueing; gluing; bonding; binding; adhering; fastening​
設置 (secchi)	 establishment; institution​; installation (of a machine or equipment)​
制 (sei)	 (suffix) system; organization; organisation; imperial command; laws; regulation; control; government; suppression; restraint; holding back; establishment​
整備 (seibi)	 maintenance; servicing​; putting in place; establishment; development; preparation; provision; outfitting​
成分 (seibun)	 ingredient; component; composition​
声援 (seien)	 (shout of) encouragement; cheering; rooting; support​
精一杯 (seiippai)	 the best one can do; one’s best effort​; with all one’s might; to the best of one’s ability​
成果 (seika)​	 (good) result; outcome; fruits (of one’s labors); product; accomplishment​
生計 (seikei)	 livelihood; living​
正門 (seimon)	 main gate; main entrance​
製作 (seisaku)	 manufacture; production​
制作 (seisaku)	 work (film, book)​; production; creation; turning (something) out; development​
政策 (seisaku)	 political measures; policy​
清算 (seisan)	 settlement (financial); squaring accounts; clearing debts​; liquidation; ending (a relationship); breaking up (with); burying (the past); redeeming (one’s faults)​
精神力 (seishinryoku)	 emotional strength; force of will​
性質 (seishitsu)	 nature; property; disposition​
清掃 (seisou)	 cleaning; clean-up; garbage collection; scavenging​
生得的 (seitokuteki)	 innate; inherent; natural; inborn​
生命力 (seimeiryoku)	 vitality; (one’s) life force​
性能 (seinou)	 ability; performance; efficiency​
成立 (seiritsu)	 formation; establishment; materialization; coming into existence​; conclusion (e.g. of a deal); approval; completion; arrangement​
生産者 (seisansha)	 manufacturer; producer​
政党 (seitou)	 political party​
設計者 (sekkeisha)	 designer
設計図 (sekkeizu)	 plan; blueprint​
説教 (sekkyou)	 remonstration; scolding; lecturing​
選抜 (senbatsu)	 selection; choice; picking out​
選別 (senbetsu)	 selection; classification; sorting; screening; triage​
先着 (senchaku)	 arriving first​
戦後 (sengo)	 postwar period; period after Second World War​
専業主婦 (sengyoushufu)	 housewife
選考 (senkou)	 selection; screening​
選挙 (senkyo)	 election
鮮明 (senmei)	 vivid; clear; distinct​
専門書 (senmonsho)	 technical book; specialized book; treatise​
専門店 (senmonten)	 specialist shop; shop specializing in a few types of product​
専念 (sennen)	 absorption; giving undivided attention; devoting oneself (to)​
洗練 (senren)	 polish; refinement​
線路 (senro)	 railway track; railway line; railroad; railway; track; line
戦略 (senryaku)	 strategy; tactics​
先先週 (sensenshuu)	 week before last​
洗濯機 (sentakuki)	 washing machine (laundry)​
洗剤 (senzai)	 detergent; cleanser; cleaning agent; washing material​
接する (sessuru)	 to touch; to come in contact with; to border on; to adjoin; to be adjacent; to be close​; to receive (e.g. visitor); to attend to; to serve; to take care of; to look after; to deal with; to see​
選出 (senshutsu)	 election; selection; choice​
選択肢 (sentakushi)	 choices; alternatives; options​
先端 (sentan)	 pointed end; tip; point; forefront; vanguard; spearhead; leading edge​
接続 (setsuzoku)	 connection; attachment; union; join; joint; link
専用 (sen’you)	 exclusive use; personal use; dedicated​
専属 (senzoku)	 exclusive; attached to; specialist​
背負う (seou)	 to carry on one’s back​; to be burdened with; to take responsibility for​
設定 (settei)	 establishment; creation; posing (a problem); setting (movie, novel, etc.); scene​; options setting; preference settings; configuration; setup
説得力 (settokuryoku)	 persuasiveness; powers of persuasion; cogency​
節電 (setsuden)	 conservation of electricity; brownout​
車内 (shanai)	 inside a train, car, etc.​
社内 (shanai)	 within a company; in-house​
車両 (sharyou)	 rolling stock; railroad cars; wheeled vehicles​
写生 (shasei)	 sketching; drawing from nature; portrayal; description​
写真家 (shashinka)	 photographer
車窓 (shasou)	 train window; car window​
仕上げる (shiageru)	 to finish up; to complete; to finish off; to get through; to polish off​
痺れる (shibireru)	 to become numb; to go to sleep (e.g. a limb)​; to get an electric shock; to tingle (from an electric shock)​; to be excited; to be titillated; to be mesmerized; to be enthralled
絞る (shiboru)	 to wring (towel, rag); to squeeze; to press; to extract; to milk; to extort; to exploit​
志望 (shibou)	 wish; desire; ambition​
脂肪 (shibou)	 fat; grease; blubber; lard; suet​
渋い (shibui)	 astringent; bitter; puckery; rough; harsh; tart​; austere; elegant (and unobtrusive); refined; quiet (and simple); sober; sombre; subdued; tasteful (in a quiet way); understated​; sour (look); glum; grim; sullen; sulky​
試着 (shichaku)	 trying on clothes​
市長 (shichou)	 mayor
支援 (shien)	 support; backing; aid; assistance​
志願 (shigan)	 aspiration; volunteering; desire; application​
志願者 (shigansha)	 applicant; candidate
仕草 (shigusa)	 gesture; movement; action; behavior; behaviour; bearing; mannerism​
指標 (shihyou)	 index; indices; indicator​
支持 (shiji)	 support; backing; endorsement; approval​
司会 (shikai)	 leading a meeting; presiding over a meeting; officiating at a ceremony; chairmanship​; chairman; presenter; host; moderator; master of ceremonies
視界 (shikai)	 field of vision; visibility; view; visual field; (one’s) ken​
資格 (shikaku)	 qualifications; requirements; capabilities​
視覚 (shikaku)	 sense of sight; vision​
思考 (shikou)	 thought; consideration; thinking​
思考力 (shikouryoku)	 ability to think​
試行錯誤 (shikousakugo)	 trial and error
仕組み (shikumi)	 structure; construction; arrangement; contrivance; mechanism; workings​; plan; plot; contrivance​
至急 (shikyuu)	 urgent; pressing; immediate; prompt; express​; urgently; promptly; at once; right away; without delay; as soon as possible​
氏名 (shimei)	 full name; identity​
使命 (shimei)	 mission; errand​; task; duty; obligation​
締め切る (shimekiru)	 to close up​; to shut up (e.g. behind doors)​; to cut off (e.g. because a deadline has expired); to close off (e.g. subscription list)​
湿っぽい (shimeppoi)	 damp; humid; wet​; gloomy; melancholy​
湿る (shimeru)	 to become damp; to become moist; to become wet​
染み付く (shimitsuku)	 to be indelibly stained or ingrained; to be dyed in deeply​
芯 (shin)	 wick; marrow; staple (for stapler); (pencil) lead; stuffing; pith​; core; heart; centre; center
新 (shin)	 (prefix) new; neo-​
新築 (shinchiku)	 new building; new construction​
振動 (shindou)	 oscillation; vibration; swing (e.g. of a pendulum)​
進化 (shinka)	 evolution; progress​
進行 (shinkou)	 moving forward (e.g. vehicle); onward movement​; advance (work, procedure, etc.); advancement; progress​
真の (shinno)	 true; real; genuine; proper; utter​
進入 (shinnyuu)	 entry; approach; penetration​
新設 (shinsetsu)	 establishing; founding; setting up; organizing; establishment​
進出 (shinshutsu)	 advance; stepping forward; emerging
深夜 (shin’ya)	 late at night​
信頼性 (shinraisei)	 credibility; authenticity; confidence; reliability​
素人 (shirouto)	 amateur; layman; ordinary person; novice
視力 (shiryoku)	 eyesight
新品 (shinpin)	 (brand-)new article​
申請 (shinsei)	 application; request; petition​
申請書 (shinseisho)	 written application​
視察 (shisatsu)	 inspection; observation​
施設 (shisetsu)	 institution; establishment; facility​
質素 (shisso)	 simple; plain​; modest; frugal; reserved​
下書き (shitagaki)	 draft; rough copy​
親しむ (shitashimu)	 to be intimate with; to befriend​
指摘 (shiteki)	 pointing out; identification​
視点 (shiten)	 opinion; point of view; visual point​
しわ	 wrinkle; crease​; ripple
視野 (shiya)	 field of vision; view​; one’s outlook (e.g. on life); one’s horizons​
自然界 (shizenkai)	 nature; the natural world; realm of nature​
沈める (shizumeru)	 to sink; to submerge​; to floor (an opponent)​
諸 (sho)	 various; many; several​
初夏 (shoka)	 early summer
初回 (shokai)	 first time; first innings; initial attempt​
初期 (shoki)	 early (days); initial stage​; initial
食器類 (shokkirui)	 dinnerware; cutlery​
食 (shoku)	 (counter) meal
食費 (shokuhi)	 food expense​
職員 (shokuin)	 staff member; personnel​
職人 (shokunin)	 craftsman; artisan; tradesman; worker; workman​
食生活 (shokuseikatsu)	 eating habits​
初心者 (shoshinsha)	 beginner
初対面 (shotaimen)
書店 (shoten)	 bookshop; bookstore​
象徴 (shouchou)	 (abstract) symbol; emblem; representation
商業 (shougyou)	 commerce; trade; business​
勝敗 (shouhai)	 victory or defeat; issue (of battle); outcome​
賞品 (shouhin)	 prize; trophy
消費者 (shouhisha)	 consumer
生じる (shoujiru)	 to produce; to yield; to cause​; to result from; to arise; to be generated​
消化 (shouka)	 digestion (of food)​; digestion (of information); assimilation; thorough understanding​; consumption; absorption; using up; meeting (e.g. a quota); completion​
消極的 (shoukyokuteki)	 negative; passive; half-hearted; unmotivated​
照明 (shoumei)	 illumination; lighting​
正面 (shoumen)	 front; frontage; facade; main​
消耗 (shoumou)	 exhaustion; consumption; using up; dissipation; waste
小児科 (shounika)	 pediatrics
省略 (shouryaku)	 omission; abbreviation; abridgment; abridgement
詳細 (shousai)	 details; particulars; specifics​; detailed; specific; minute
少子化 (shoushika)	 declining birth rates; decrease in the number of children​
消失 (shoushitsu)	 dying out; disappearance; vanishing; elimination; loss; absence​
少数 (shousuu)	 minority; few​
焦点 (shouten)	 focus (e.g. photographic); focal point​
商店街 (shoutengai)	 shopping district; shopping street; downtown​
所有 (shoyuu)	 one’s possessions; ownership​
所属 (shozoku)	 belonging to (a group, organization, etc.); affiliation (with); being attached to; being under the control of​
主人公 (shujinkou)	 protagonist; main character; hero(ine) (of a story)​
主観 (shukan)	 subjectivity; subject (philosophical); ego​; one’s personal opinion; one’s own idea​
宿泊先 (shukuhakusaki)	 lodging place
祝日 (shukujitsu)	 national holiday; public holiday​
出版社 (shuppansha)	 publisher; publishing house; publishing company​
出発点 (shuppatsuten)	 starting point; point of departure​
主力 (shuryoku)	 main force; chief object; mainline​
主催 (shusai)	 sponsorship (i.e. conducting under one’s auspices); promotion; organizing; organising; hosting; staging​
出世 (shusse)	 success in life; getting ahead; successful career; promotion; climbing the corporate ladder; eminence​
出社 (shussha)	 going to work (e.g. in the morning); coming to work​
出身地 (shusshinchi)	 birthplace; native place​
出席者 (shussekisha)	 those present; attendance​
主体 (shutai)	 main constituent; core; nucleus​; subject (philosophical); protagonist​
取得 (shutoku)	 acquisition; obtaining; gaining possession; purchase​
出演 (shutsuen)	 performance; appearance (in a stage, film, TV show, etc.)​
出演者 (shutsuensha)	 performer; entertainer; actor​
集 (shuu)	 (suffix) collection; compilation​
修学旅行 (shuugakuryokou)	 excursion; field trip; school trip​
修業 (shuugyou)	 pursuit of knowledge; studying; learning; training; completing a course​
周辺 (shuuhen)	 circumference; outskirts; environs; around; in the area of; in the vicinity of​
周年 (shuunen)	 whole year; entire year​; -th year anniversary​
収納 (shuunou)	 storage; putting or stowing away​
秀才 (shuusai)	 bright person; talented student; prodigy​
就職活動 (shuushokukatsudou)	 job hunting; job searching​
収集 (shuushuu)	 collecting; accumulating; gathering​; collection (of art, stamps, insects, etc.)​
習得 (shuutoku)	 learning; acquisition (of a skill, knowledge, etc.)​
取材 (shuzai)	 news coverage; collecting data (e.g. for an article); covering (something for media)​
率直 (socchoku)	 frank; candid; straightforward; openhearted; direct; outspoken​
添える (soeru)	 to garnish; to accompany (as a card does a gift)​; to add to as support; to prop up​
側面 (sokumen)	 side; flank; profile; sidelight; lateral​; aspect; dimension​
速達 (sokutatsu)	 express; special delivery​
測定 (sokutei)	 measurement
即座に (sokuza)	 immediately; right away; on the spot​
染まる (somaru)	 to be dyed​; to be tainted; to be infected; to be stained; to be steeped​
そもそも	 in the first place; to begin with; from the start; originally; ab initio
揃える (soroeru)	 to collect; to gather; to get together; to complete (a collection)​; to arrange; to put in order; to prepare; to get ready​
揃う (sorou)	 to be complete; to be all present; to make a full set; to be satisfied (of conditions)​; to gather; to assemble; to be collected​
そそっかしい	 careless; thoughtless; hasty; rash​
素質 (soshitsu)	 character; qualities; genius; the makings of​
外側 (sotogawa)	 exterior; outside; outer; external; lateral​
添う (sou)	 to meet (wishes, expectations, etc.); to satisfy; to comply with; to live up to
沿う (sou)	 to run along; to run beside; to stick to (a line)​; to follow (a policy, plan, etc.); to act in accordance with; to align with​
総 (sou)	 (prefix)	 whole; all; general; gross; entire; overall​
送付 (soufu)	 sending (esp. email attachments); forwarding; remitting​
総額 (sougaku)	 sum total; total amount​
相互 (sougo)	 mutual; reciprocal​
総合 (sougou)	 synthesis; coordination; putting together; integration; composite​; comprehensive
相違 (soui)	 difference; discrepancy; variation​
倉庫 (souko)	 storehouse; warehouse; godown​
送客 (soukyaku)	 sending customers (somebody’s way)​
総務 (soumu)	 general affairs; general business; manager; director; adjutant general​
相応 (souou)	 suitable; appropriate; befitting; becoming; adequate; reasonable; proper​
創立 (souritsu)	 establishment; founding; organization; organisation​
送料 (souryou)	 postage; carriage; shipping charge​
創作 (sousaku)	 creation; production; creative work (novel, film, etc.); original work; (creative) writing​; fabrication; fiction; invention​
送信 (soushin)	 transmission; sending​
総数 (sousuu)	 total (number); count​
相対的 (soutaiteki)	 relative
そうとう	 corresponding to (in meaning, function, etc.); being equivalent to​; appropriate; suitable; befitting; proportionate​
創造 (souzou)	 creation
騒々しい (souzoushii)	 noisy; loud; boisterous; clamorous; raucous​; turbulent; unsettled; restless​
素材 (sozai)	 ingredient; (raw) material; resource​; unprocessed timber; raw timber​
据える (sueru)	 to place (in position); to fix; to set (e.g. table); to lay (foundation)​; to install; to seat (someone); to settle (upon something); to fix (e.g. one’s gaze)​
水分 (suibun)	 water; liquid; fluid; moisture; humidity; sap; juice​
垂直 (suichoku)	 vertical
水平 (suihei)	 horizontal; level; even​
水面 (suimen)	 water’s surface​
推薦書 (suisensho)	 recommendation; nomination​
吸い取る (suitoru)	 to absorb; to squeeze (money)​
好き嫌い (sukikirai)	 likes and dislikes; pickiness (about food); choosiness; fussiness; tastes; preferences​
すっきり	 refreshingly; with a feeling of relief; pleasantly; (a weight) off one’s shoulder​; shapely; neatly; cleanly; without trouble​
住まい (sumai)	 dwelling; house; residence; address​
済ます (sumasu)	 to finish; to get it over with; to conclude​; to settle; to pay back​
隅々 (sumizumi)	 nooks; corners​
素直 (sunao)	 obedient; meek; docile; unaffected​; honest; frank; upfront (about one’s feelings)​
すらすら	 smoothly; easily; readily
数値 (suuchi)	 numerical value; numerics​; reading (on a meter, etc.)​
数分 (suufun)	 several minutes; a few minutes​
数量 (suuryou)	 quantity; volume; amount​
多 (ta)	 (prefix)	 multi-
束ねる (tabaneru)	 to tie up in a bundle (e.g. straw, hair, bills, letters); to bundle; to sheathe​; to govern; to manage; to control; to administer​
旅先 (tabisaki)	 destination; goal (of travel); place one stays during a journey​
立ち止まる (tachidomaru)	 to stop (in one’s tracks); to come to a stop; to halt; to pause; to stand still​
たちまち	 in an instant; in a moment; immediately; right away; at once; suddenly; all of a sudden; all at once
多大 (tadai)	 great (quantity, amount, etc.); huge; enormous; serious​
辿り着く (tadoritsuku)	 to arrive at (after a struggle); to finally reach; to find one’s way to; to finally hit on (e.g. an idea)​
耐える (taeru)	 to bear; to stand; to endure; to put up with​; to support; to withstand; to resist; to brave​
多額 (tagaku)	 large (amount of money); huge; hefty; expensive
多発 (tahatsu)	 repeated occurrence​
対 (tai)	 opposite; opposition​; versus; vs.; v.​
大別 (taibetsu)	 general classification; broad categorization​
体調 (taichou)	 physical condition; state of health​
体外 (taigai)	 ectogenesis; outside the body​
対比 (taihi)	 contrast; comparison
体感 (taikan)	 bodily sensation; sense; experience​
退場 (taijou)	 exit (from a stage); leaving; exit​
体格 (taikaku)	 physique; constitution​
体型 (taikei)	 figure; body shape; build; physique; form​
体験 (taiken)	 personal experience; physical experience; one’s own experience​
対抗 (taikou)	 opposition; antagonism​
体内 (tainai)	 interior of the body​
対応 (taiou)	 correspondence (to); equivalence​
対立 (tairitsu)	 suitability; coordination; matching; being appropriate (for)​
対策 (taisaku)	 measure; provision; step; countermeasure; counterplan; countermove​
体制 (taisei)	 order; system; structure; set-up; organization; organisation​
対戦 (taisen)	 waging war; competition​
退社 (taisha)	 resignation; leaving office​; leaving work (e.g. at the end of the day)​
体質 (taishitsu)	 constitution (physical); physical make-up; predisposition (to disease); disposition; tendency​; character (of a group, organization, etc.); innate characteristics; make-up; nature; culture​
対処 (taisho)	 dealing with; coping with​
退職 (taishoku)	 retirement; resignation​
対象外 (taishougai)	 not covered (by); not subject (to)​
退出 (taishutsu)	 leaving (e.g. work at end of day); withdrawal (e.g. from a noble’s or superior’s presence); exit (e.g. from a market)​
大敵 (taiteki)	 great rival; powerful enemy; archenemy​
対等 (taitou)	 equality (esp. of status, on equal terms); equivalence​
高まる (takamaru)	 to rise; to swell; to be promoted​
高め (takame)	 high (e.g. ball in baseball); highish; on the high side​; on the expensive side; comparatively expensive
高める (takameru)	 to raise; to lift; to boost; to enhance​
滝 (taki)	 waterfall
宅配 (takuhai)	 home delivery​
宅配便 (takuhaibin)	 express home delivery service​
逞しい (takumashii)	 burly; strong; sturdy; indomitable; indefatigable; strong-willed; resolute; bold
蓄える (takuwaeru)	 to store; to save up; to stock up on; to lay in stock; to set aside​; to accumulate (e.g. knowledge); to build up (e.g. experience); to develop (e.g. one’s skills)​
たくましい	 burly; strong; sturdy; indomitable; indefatigable; strong-willed; resolute; bold​
溜める (tameru)	 to amass; to accumulate; to store​; to leave unpaid​
保つ (tamotsu)	 to keep; to preserve; to hold; to retain; to maintain; to sustain​; to last; to endure; to keep well (food); to wear well; to be durable​
多難 (tanan)	 full of troubles, difficulties​
単調 (tanchou)	 monotony; monotone; dullness​
単純明快 (tanjunmeikai)	 simple and clear; plain and simple
短期間 (tankikan)	 short term; short time​
頼もしい (tanomoshii)	 reliable; trustworthy​; hopeful; promising​
単身 (tanshin)	 alone; unaided; away from home​
短縮 (tanshuku)	 shortening; contraction; reduction; curtailment; abbreviation​
担当者 (tantousha)	 person in charge (of an area of work); person responsible; contact (person)​
たっぷり	 full; in plenty; ample​
多量 (taryou)	 large quantity; large amount​
多彩 (tasai)	 variegated; varicoloured; varicolored; multi-coloured; multi-colored; diverse​
他者 (tasha)	 another person; others​
多種多様 (tashutayou)	 a great variety of; diversity​
達成 (tassei)	 achievement; attainment; accomplishment; realization​
達成感 (tasseikan)	 sense of accomplishment​
多数 (tasuu)	 large number (of); many​; majority
畳む (tatamu)	 to fold (clothes, umbrella)​; to close (a shop, business)​
立て替える (tatekaeru)	 to pay for another; to pay someone else’s debt as a loan to him; to make temporary payment on a person’s behalf​
頼り (tayori)	 reliance; dependence​
多用 (tayou)	 busyness; a lot of things to do​; frequent use; heavy use (of); many uses​
多様 (tayou)	 diverse; varied
多様化 (tayouka)	 diversification
多様性 (tayousei)	 diversity; variety​
手が空く (te ga aku/te ga suku)	 to be free; to be available​
手に入れる (te ni ireru)	 to obtain; to procure​
手に付かない (te ni tsukanai)	 unable to concentrate on (due to distractions, etc.)​
手足 (teashi)	 hands and feet; limbs​
手早い (tebayai)	 nimble; quick; agile​
手帳 (techou)	 notebook; memo pad; (pocket) diary
手書き (tegaki)	 handwriting; handwritten; hand-painted; hand-drawn​
手軽 (tegaru)	 easy; simple; informal; offhand; cheap​
手頃 (tegoro)	 moderate; handy; convenient; reasonable​
定着 (teichaku)	 sticking (in one place, position, etc.); settling; fixing; adherence​; becoming established (of a custom, system, etc.); taking hold; taking root​
庭園 (teien)	 garden; park​
定員 (teiin)	 fixed number (of people); prescribed number (of regular personnel, students, etc.); quota; numerical limit; complement​
提示 (teiji)	 presentation; exhibit; suggest; citation​
定価 (teika)	 list price; regular price; established price​
低下 (teika)	 fall; decline; lowering; deterioration; degradation
低価格 (teikaku)	 low price
低気圧 (teikiatsu)	 low (atmospheric) pressure; low-pressure system; depression; cyclone​; bad temper; foul mood; tense situation​
低コスト (teikosuto)	 low cost
抵抗感 (teikoukan)	 antipathy; reluctance; resistance​
提供 (teikyou)	 offer; tender; providing; supplying; making available; donating (blood, organs, etc.)​; sponsoring (a TV program)​
定年 (teinen)	 retirement age​; years of service in a military rank before eligibility for promotion
手入れ (teire)	 care; looking after; repair; maintenance; tending; trimming; grooming​; (police) raid; crackdown​
